age,bmi,daily_income_inr,children,smoker_tobacco,occupation,tier_city,recommended_policy
54,23.9,950,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
38,26.4,570,2,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
48,26.1,650,3,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
42,23.2,366,2,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
40,24.2,591,3,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
41,22.7,935,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
55,18.8,690,1,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
45,24.9,1124,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
38,30.6,1373,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
35,20.9,1266,2,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
53,21.3,1144,3,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,21.0,228,0,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
26,26.5,1254,0,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
55,25.6,892,2,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
47,23.4,327,2,Yes,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
51,20.8,966,1,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
49,24.3,640,3,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
20,18.5,1068,0,No,Daily Wage Laborer (MNREGA),Tier-1,Saral Jeevan Bima (Standard Term)
20,24.5,723,1,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
45,27.1,959,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
32,19.6,309,3,Yes,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
58,18.6,1468,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
40,29.5,362,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
57,21.9,759,2,Yes,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
28,28.0,598,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,23.5,782,0,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
53,23.4,598,1,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
50,25.5,438,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
41,20.9,1255,1,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
56,24.5,1346,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
51,22.7,309,2,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
45,19.4,1494,2,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
54,25.2,499,3,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
24,23.1,1201,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
21,23.5,963,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,19.8,448,0,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
18,29.6,720,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
18,27.1,233,0,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
37,27.4,427,3,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
36,22.9,784,1,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
46,17.9,1157,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
27,30.8,1012,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
35,23.8,923,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,21.4,783,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
52,25.5,769,3,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
48,28.1,419,0,No,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
44,23.9,986,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,28.5,727,1,No,Auto/Taxi Driver,Tier-2,Gramin Dak Sevak (Rural Postal Life)
55,27.8,274,3,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
22,20.2,335,3,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
25,21.6,273,1,No,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
51,27.4,453,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
29,14.5,1241,2,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
55,23.5,1221,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
18,19.0,1266,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
48,22.3,249,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,23.0,714,2,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
22,22.7,943,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,Micro-Endowment (Chota Bachat)
47,22.1,930,2,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
41,20.2,770,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
20,32.0,775,1,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
28,30.5,1365,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
21,19.9,1102,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
43,29.5,401,0,Yes,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
44,22.6,406,2,No,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
44,24.5,614,2,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
59,23.8,420,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
23,21.7,957,0,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
32,27.4,1304,2,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
47,24.4,962,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
59,22.3,762,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
54,19.4,568,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
54,20.9,1095,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
59,18.3,403,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
54,24.0,1248,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,19.8,1156,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
40,23.1,268,1,Yes,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
23,28.8,715,3,No,Street Vendor (Rehdi),Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,28.2,439,2,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
35,23.9,560,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
26,23.7,1254,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
46,30.6,906,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
30,25.8,889,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
34,22.9,856,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,19.0,543,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,25.4,735,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,26.9,554,0,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
22,21.8,1127,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
54,25.0,1182,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,22.7,304,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
30,23.4,1161,1,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
51,15.3,726,0,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
39,23.2,703,2,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
40,27.4,1308,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
20,21.8,1130,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
59,24.2,908,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
51,21.4,434,1,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
49,25.3,1486,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
38,23.2,1229,2,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
38,20.7,693,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,28.7,1077,2,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
56,27.3,1423,1,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
21,21.9,1166,2,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
18,25.7,1165,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,25.9,1163,2,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
41,26.2,1096,0,No,Auto/Taxi Driver,Rural,Saral Jeevan Bima (Standard Term)
52,18.1,416,0,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
30,27.5,822,3,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
51,22.0,552,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
28,22.7,891,1,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
53,33.2,874,2,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
34,25.1,830,3,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
52,22.6,524,0,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
35,16.3,1100,0,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
57,28.9,1451,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,19.3,1368,3,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
41,20.5,507,2,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
36,22.8,853,0,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
54,29.0,484,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
56,26.7,591,2,No,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
38,23.4,559,2,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
25,25.1,968,1,No,Delivery Partner (Gig Worker),Rural,PMJJBY (Life Cover - ₹436/year)
45,21.9,996,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,24.5,1131,2,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
34,24.3,364,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
54,27.4,932,0,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
53,27.4,780,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
36,25.7,1020,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,22.7,1447,2,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
51,26.6,323,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,23.7,543,1,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
29,20.2,723,3,Yes,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
38,22.6,1275,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
28,24.3,328,1,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
56,27.2,1358,0,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
45,23.4,856,1,No,Security Guard,Tier-2,Gramin Dak Sevak (Rural Postal Life)
22,19.8,1350,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
34,24.2,937,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
37,24.4,1138,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
58,24.7,270,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,27.2,472,3,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
23,27.6,1410,1,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
34,21.9,1226,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
36,21.8,221,2,No,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
43,20.4,365,1,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
49,26.4,1074,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
23,29.1,697,3,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
53,22.9,633,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
55,23.2,957,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
28,29.1,433,0,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
50,25.8,1036,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
41,25.5,862,3,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
40,19.8,924,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
32,26.4,575,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,20.7,929,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
28,20.0,1469,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
34,22.8,502,1,Yes,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
31,21.9,604,0,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
44,23.2,907,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
35,19.0,1116,2,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
45,27.4,220,1,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
21,27.9,456,3,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
24,17.2,598,2,No,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
52,27.4,250,0,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
26,21.2,646,2,Yes,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
25,27.0,1493,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
34,23.8,1026,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
34,24.1,794,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
50,23.4,1017,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,28.2,835,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
25,19.7,1485,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
36,26.1,1272,3,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
55,27.9,1341,0,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
20,26.5,974,1,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
22,32.1,1172,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
30,22.1,596,3,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
48,27.4,882,1,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
33,23.6,1250,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
49,28.3,910,2,No,Auto/Taxi Driver,Rural,Micro-Endowment (Chota Bachat)
39,24.0,1320,0,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
46,22.6,728,2,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
39,28.6,884,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
20,22.3,812,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
27,19.1,385,3,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
59,22.2,895,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
38,26.2,414,2,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
33,28.9,1474,2,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
29,24.4,415,3,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
19,28.6,228,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
58,19.2,301,1,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
41,22.4,322,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
52,23.0,253,0,Yes,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
47,23.6,1340,2,No,Daily Wage Laborer (MNREGA),Tier-2,Saral Jeevan Bima (Standard Term)
47,24.3,815,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
52,26.4,756,1,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
36,22.4,313,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
25,24.5,1054,0,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
43,23.8,875,3,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
57,20.8,1176,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
24,23.6,900,2,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
47,23.5,1418,0,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,23.4,491,3,Yes,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
20,24.1,460,0,Yes,Security Guard,Rural,Micro-Endowment (Chota Bachat)
18,24.3,1430,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
53,22.5,763,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
42,28.5,248,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,19.9,1229,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
18,21.5,578,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,33.7,423,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,20.4,1246,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
30,19.3,1207,0,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
57,26.6,856,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
25,16.7,309,3,No,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
22,23.2,923,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
26,31.5,752,0,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
18,18.6,1395,1,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
53,17.1,1205,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,18.8,897,1,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
19,27.1,925,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,27.9,505,1,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
40,22.2,1158,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
26,26.4,1153,1,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
51,28.9,1374,2,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
31,30.3,820,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
21,23.1,829,2,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
47,15.9,1076,3,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
48,21.1,755,3,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
55,22.5,266,2,Yes,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
28,23.1,1379,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,23.3,1034,0,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
25,27.9,405,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
20,28.5,985,2,Yes,Auto/Taxi Driver,Tier-2,Saral Jeevan Bima (Standard Term)
31,23.4,354,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
30,27.8,1297,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
49,25.3,1272,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
51,24.2,982,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
36,27.2,784,0,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
55,24.3,907,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
33,31.2,378,3,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
19,19.0,1271,3,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
57,22.2,1295,3,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
34,23.6,312,0,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
51,25.5,956,0,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
59,28.4,1096,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
33,23.9,1020,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
55,19.0,358,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
19,26.9,985,1,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
19,26.6,1253,3,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
43,17.2,1320,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
30,24.0,450,2,Yes,Delivery Partner (Gig Worker),Rural,PMJJBY (Life Cover - ₹436/year)
48,18.4,1315,1,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
51,21.7,312,2,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,20.8,458,3,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
20,26.8,306,1,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
25,24.4,774,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
40,19.5,1190,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
31,27.1,1422,3,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
44,19.0,626,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
46,25.2,1058,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
56,21.2,1117,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
56,22.7,1343,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
18,25.8,826,0,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
34,25.8,674,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,28.7,751,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
47,23.7,543,3,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
30,25.1,827,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
38,22.5,335,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,24.6,476,3,Yes,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
36,25.5,230,0,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
42,23.7,446,2,Yes,Small Shopkeeper,Rural,PMJJBY (Life Cover - ₹436/year)
39,17.7,610,1,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
48,25.2,226,0,Yes,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
